year,partner_code,partner,value,share_pct,rank,basis
2022,842,EUA,6466332634,7.929,4,mirror
2022,826,Reino Unido,4756192279,5.832,5,mirror
2022,380,Itália,3547477512,4.35,6,mirror
2022,528,Países Baixos,3209538656,3.935,7,mirror
2022,156,China,3036088177,3.723,8,mirror
2022,24,Angola,1913296319,2.346,9,mirror
2022,124,Canadá,1735364300,2.128,10,mirror
2023,724,Espanha,21529416286,25.745,1,direct
2023,251,França,10942662852,13.085,2,direct
2023,276,Alemanha,8952285079,10.705,3,direct
2023,842,EUA,5664097079,6.773,4,direct
2023,826,Reino Unido,3938519991,4.71,5,direct
2023,380,Itália,3620133042,4.329,6,direct
2023,528,Países Baixos,2958955466,3.538,7,direct
2023,56,Bélgica,2104143456,2.516,8,direct
2023,837,Bunkers,1986267719,2.375,9,direct
2023,24,Angola,1362575919,1.629,10,direct
2023,724,Espanha,17165075910,20.612,1,mirror
2023,251,França,9042919354,10.859,2,mirror
2023,276,Alemanha,8704933863,10.453,3,mirror
2023,842,EUA,6753221132,8.109,4,mirror
2023,826,Reino Unido,4663924064,5.601,5,mirror
2023,380,Itália,3835622601,4.606,6,mirror
2023,156,China,2912033496,3.497,7,mirror
2023,528,Países Baixos,2756835601,3.31,8,mirror
2023,124,Canadá,2546035123,3.057,9,mirror
2023,24,Angola,1753010685,2.105,10,mirror
2024,724,Espanha,21435210426,25.928,1,direct
2024,276,Alemanha,10121169587,12.243,2,direct
2024,251,França,9990849799,12.085,3,direct
2024,842,EUA,5571035162,6.739,4,direct
2024,826,Reino Unido,3784790550,4.578,5,direct
2024,380,Itália,3741244905,4.525,6,direct
2024,528,Países Baixos,2969776889,3.592,7,direct
2024,56,Bélgica,2117622189,2.562,8,direct
2024,837,Bunkers,1711116584,2.07,9,direct
2024,616,Polónia,1259803313,1.524,10,direct
2024,724,Espanha,16857354582,19.849,1,mirror
2024,276,Alemanha,9412412760,11.083,2,mirror
2024,251,França,8373987514,9.86,3,mirror
2024,842,EUA,6882338761,8.104,4,mirror
2024,826,Reino Unido,4590188640,5.405,5,mirror
2024,380,Itália,4014954080,4.728,6,mirror
2024,156,China,3170566032,3.733,7,mirror
2024,504,Marrocos,3060179973,3.603,8,mirror
2024,528,Países Baixos,2694127504,3.172,9,mirror
2024,124,Canadá,1957673946,2.305,10,mirror
